dim	coefficient
0	0.056728192030735355
1	0.017090145282544683
2	0.009931787153435623
3	-0.0023646389228044046
4	0.044163057228986766
5	0.043719683790861226
6	0.02112506283268884
7	0.058946725459570276
8	-0.013331489236438848
9	0.05422825969636287
10	-0.017760149482154916
11	-0.004859746380592972
12	-0.02349398511846583
13	0.05014056564947126
14	0.07071844988548068
15	0.01648727603488781
16	-0.03175016278624548
17	0.04511467414793273
18	-0.015055664400588059
19	0.015659838205604983
20	-0.04205280566720644
21	0.0977983511201869
22	0.027660931396501096
23	0.00830693440321252
24	-0.01849332744678483
25	0.020533968326268005
26	0.09315239571035258
27	-0.021792539704039708
28	-0.06046406401013961
29	-0.0011234209237506038
30	0.10438084522195717
31	0.03012887485369227
32	-0.03451505393524917
33	-0.13087687717038637
34	-0.08990811021532984
35	0.03191337931068547
36	-0.05259418724841783
37	0.055967000739881104
38	0.026999730174821046
39	0.01844916264527017
40	-0.008861650043613518
41	-0.004362838882773036
42	0.036627832985489876
43	-0.0779452478881294
44	-0.0210538625319186
45	-0.07419087268786947
46	0.02611810691293895
47	0.04562232837422392
48	0.08048371866253684
49	-0.09925644377633532
50	0.01653032110040989
51	-0.03550042419436014
52	-0.028716662792546054
53	-0.045551766955243295
54	-0.025931917031560107
55	-0.03903502630612371
56	-0.016886836523518522
57	0.027280854239553953
58	-0.01642682288566285
59	0.008091509723813443
60	0.009442648941889068
61	0.030518907181558683
62	0.0030012037890512384
63	0.056870352363805984
64	-0.06683997055677707
65	-0.05415081460021484
66	-0.08560087114124566
67	-0.015573971369428632
68	0.028868525306205102
69	-0.030497024304105926
70	0.007337674145691343
71	-0.07826492912884601
72	0.086690759991566
73	0.010806553430849394
74	0.11262216264969303
75	-0.035635657956872034
76	-0.060420518298535286
77	0.018346814391866244
78	0.03965890901223454
79	-0.02354622397114816
80	-0.04057736013172864
81	-0.11928206745068357
82	-0.06313082432833371
83	-0.06379151321752452
84	0.059737539955226036
85	0.028713593443175978
86	-0.04038260432038117
87	0.04083234413139841
88	0.0378386954763351
89	0.018592986492725488
90	0.027419593266777675
91	0.07423573950765319
92	-0.003242590012677595
93	0.07229089038695191
94	0.0037416004693076217
95	0.031626944324987714
96	-0.10224427871184605
97	0.03106905414519389
98	-0.020799315091347907
99	-0.056898805547980776
100	0.019614867789878976
101	-0.00047728610217166907
102	0.001435786976612354
103	-0.09941585416996615
104	-0.05675347139981652
105	0.0838306391143115
106	-0.03341698974707438
107	-0.011149506304171216
108	-0.09739934225611836
109	-0.010617324562559914
110	0.04665116469635077
111	-0.048257900599483546
112	0.0027495353157975873
113	0.07801021418144787
114	-0.012172291961668264
115	-0.0017968581679494028
116	-0.06142412228384541
117	0.03550826413384643
118	0.020263099896900328
119	-0.0066459429803757825
120	-0.023614268065178655
121	-0.03558294249654059
122	-0.008919719308894573
123	0.029532389960804973
124	0.05312107916083387
125	0.018735298205721087
126	-0.005118454658082465
127	-0.04470084737488329
128	0.01960750296458713
129	0.039878502014600026
130	0.015868384936686495
131	-0.08719835550681404
132	0.025736235391625114
133	-0.08357557434235567
134	0.0857603280043299
135	0.02023699886680408
136	0.018778309795133407
137	0.03837635118397703
138	-0.010281763607399401
139	0.018234344033012925
140	0.026319411396341606
141	0.02573644036971655
142	0.010218907565830446
143	0.013526312462334666
144	0.0102329651654437
145	0.0339767528665687
146	-0.020626164625643716
147	0.0681632165375775
148	0.04863926204675395
149	-0.006711645344240671
150	0.0047455059637571155
151	-0.03391406028449792
152	-0.016765111451870655
153	-0.055708686351671824
154	0.019023016656609822
155	-0.0424813504718922
156	0.018000892146464914
157	-0.0509412688854196
158	0.018191020385940358
159	-0.037359685356111366
160	0.05356630380702822
161	-0.009697771628358698
162	0.032421734338243934
163	0.05343421818741681
164	0.018477459722358355
165	0.025542793465177738
166	-0.01209349108378294
167	0.14820639541938838
168	0.07931244274118943
169	0.09487261134387985
170	0.02976051480964023
171	0.0049812263810767865
172	0.023531606961005546
173	0.049035254080612954
174	0.039753696396107825
175	0.004705360986846888
176	-0.04160493644497789
177	-0.058785816344902236
178	-0.01673004728829041
179	0.025556427408511793
180	0.0035119664053705445
181	-0.01193775007260198
182	0.07202590898653596
183	-0.05446440337624732
184	0.006706052945688146
185	0.002039790325033052
186	0.03547518508288795
187	0.06837442160900108
188	0.06321488683292958
189	-0.01659492601200234
190	0.008637942859402246
191	0.07391804527728328
192	0.0018329466900528979
193	-0.024727845010338825
194	0.048501848886742006
195	-0.050412858942931266
196	0.09682927905071584
197	-0.0010016982373547063
198	-0.03200626327094344
199	0.06802289907974635
200	-0.05579952366397384
201	0.011177842303345155
202	0.018309199682103865
203	0.04405147146323929
204	0.040294628889156095
205	-0.02054726821557401
206	0.024805043326036853
207	-0.012200142770771038
208	0.012565983674947278
209	-0.05245030970110826
210	-0.017027130231447734
211	-0.02986697282202599
212	0.06772493990200448
213	-0.06511673755947263
214	-0.015313535164473025
215	-0.11809785193976095
216	0.05754787153981453
217	0.05835288657077306
218	0.0013791707239947694
219	-0.04661832250041302
220	-0.07088118430200299
221	-0.07091444012601891
222	0.0671571335542008
223	-0.004381717826249139
224	0.0030265007204094644
225	0.015067543124762267
226	-0.015335171160357533
227	-0.060275218789507576
228	-0.020121270667394803
229	-0.06541659770794539
230	0.08451802350355707
231	-0.028641835637566143
232	-0.08119452845070846
233	-0.03443465723321853
234	0.04903937292119109
235	-0.020650349607137235
236	0.047331100338749904
237	0.07387300956854093
238	0.024297110312389538
239	0.01674857244922053
240	0.023182862930920894
241	-0.0073541763269183505
242	-0.0476738427607626
243	-0.07264664850734526
244	0.06400135806434748
245	0.010880219392066112
246	-0.037358698825011104
247	0.03261804138906108
248	-0.022491014579539864
249	-0.08308642693079844
250	0.019428656011038544
251	0.0034685968707866555
252	-0.02587788622368413
253	0.03970248225897026
254	0.0980538680874515
255	-0.025721651032156463
256	0.07414432571775843
257	-0.047124319582491
258	0.07045040871330914
259	-0.05711933971297919
260	0.039970501486271834
261	0.02058778755169343
262	0.028252775738682113
263	0.07765121357582705
264	0.07212190496333454
265	0.01706484791404968
266	0.036583530385157395
267	0.12515708995895053
268	0.0666083509496724
269	0.003613360293583119
270	0.005354596310099805
271	-0.0237422568377825
272	-0.03646725960306654
273	-0.09535155168740031
274	0.03314903819762646
275	0.01751972183107975
276	0.10599507974454368
277	-0.0006135283365047775
278	-0.055502452975940274
279	0.1068069871188514
280	-0.04359459252549902
281	0.021891448366115382
282	0.11169734969197705
283	-0.09349325314123716
284	-0.08654013185411906
285	0.05411484413541592
286	0.01728257314576594
287	-0.004125396510698108
288	-0.022569499402004835
289	0.013194092221307878
290	0.03733702046663861
291	-0.022083468627120628
292	-0.04458471041589751
293	-0.09204885012057451
294	0.10298832235421058
295	0.0025397988107312714
296	0.006327814107513036
297	0.035107863247405585
298	0.08820140162402373
299	0.023845840587693765
300	0.040756369549775545
301	0.06964315948899512
302	-0.053234437241697
303	0.07924942291986635
304	0.008609403990568514
305	0.06440422653233893
306	0.06866609351233013
307	-0.05714421198557371
308	0.069975957864634
309	0.03122042858441794
310	0.054084854453066836
311	0.02953093834292185
312	0.0527401419285497
313	-0.023200639806381793
314	-0.02153875063154917
315	0.020664662213056684
316	0.06757294742156156
317	-0.010961151983719867
318	0.05582300831748019
319	-0.0194762304587581
320	0.025401629836810803
321	0.016292916682311837
322	0.041467520435189864
323	-0.005446821761521113
324	0.052686961884997184
325	-0.06357196178757481
326	-0.0033346880489664495
327	-0.011543493238551514
328	0.09754605660074152
329	0.03125013228698546
330	-0.016476453967576268
331	-0.014784851977184564
332	-0.09407877885408808
333	0.0005022502720397372
334	0.04823999803223242
335	-0.0325544846481029
336	-0.0017805505914576525
337	-0.05844260560264189
338	0.037319161899086545
339	0.03425901683567849
340	-0.06318955048284246
341	0.06372266578627772
342	0.03673254185934293
343	0.002639035242038494
344	0.07698255904720952
345	-0.07291151688969945
346	0.03352913953462608
347	0.07375679613783225
348	0.0937000524726535
349	-0.021164835365404446
350	0.03692778682947347
351	-0.06977565250331308
352	0.04751478557872801
353	-0.1252120954631
354	-0.009557391230007673
355	-0.00024332065279903184
356	-0.003090125014516403
357	0.023389323295381622
358	0.03647622973838686
359	-0.15768448565908985
360	0.009019176679178821
361	0.03758835629391165
362	0.0536722710069638
363	-0.04910427639490527
364	-0.09383806461352286
365	0.010645028792039102
366	0.008439355961831166
367	0.07269992719890263
368	0.05998126566096854
369	-0.047848687860010064
370	-0.06546564865770828
371	-0.10062867255765548
372	0.02929110859550171
373	0.05516236090489185
374	0.00014440446524354627
375	0.07516843658185293
376	-0.013371281192573027
377	0.06826179907812482
378	0.034614296399826244
379	0.017473706780887645
380	-0.0013769494201132234
381	0.003644419990246922
382	0.006512411225952824
383	0.04132491993881686
384	-0.010042063192009933
385	0.08317842048976985
386	0.01614927336377229
387	0.1260676496691931
388	-0.02210648921789997
389	0.05637651906169702
390	-0.02369429111759309
391	0.0019158884803109648
392	0.02583300419624463
393	-0.05838087243368639
394	0.05081842105745385
395	-0.0026018194669771228
396	0.056526934840107554
397	0.0003403714396514358
398	0.06842386976207433
399	0.07927609194082237
400	0.04724975242236201
401	0.027920611258131556
402	0.04800180836307878
403	0.011347560736042914
404	0.009320267519637066
405	-0.04210354118267852
406	-0.0007064583903388993
407	0.0990823125902728
408	0.008097727865648184
409	0.015241283756577385
410	0.02156376302858194
411	-0.0050226926382078915
412	0.1005128400833358
413	0.012208202927008773
414	-0.02608974055843758
415	-0.030729131487216305
416	0.08175816329082145
417	0.11627251828464816
418	-0.020197052668801445
419	0.03895757896677231
420	-0.034198452581388296
421	0.024111394395249695
422	0.01885868632278456
423	0.01858093984706754
424	0.027563746832275887
425	-0.033957893078192844
426	0.02817890703151802
427	0.02258047923617245
428	0.11648027053494114
429	0.08090302514151632
430	0.02937016922782141
431	-0.014004555491210987
432	0.03340371941544096
433	0.03352380550202288
434	-0.030499300720635718
435	0.05579490374929518
436	-0.0006390987857739505
437	-0.05446991897050572
438	-0.010329160430011261
439	-0.03991205777752102
440	-0.009819929989845665
441	0.003317195615665078
442	-0.011241690090786217
443	0.02094254529387176
444	0.030201917773670716
445	-0.03549522219956616
446	0.007227186158315838
447	0.059457204038311874
448	0.0639524297107589
449	-0.052443868399647174
450	0.02312937262783607
451	0.06367466331225782
452	-0.12951981582987798
453	-0.05921758058457324
454	0.06140548381095143
455	0.03440460869454251
456	-0.04425024600777286
457	-0.0946757910581147
458	0.052213151756283604
459	-0.04273819515755029
460	0.04005719318395565
461	-0.03564956513748899
462	0.056306355740442085
463	-0.060091308948127455
464	-0.052402099226508216
465	-0.006475309151842763
466	0.01551020333847493
467	0.06841587453462979
468	0.05403807582136323
469	0.061597463333325345
470	-0.06663052179706278
471	-0.02628723853375158
472	0.01647680949572982
473	-0.0037556639518665
474	0.03685859907520351
475	0.11892831364818136
476	0.06645044662899688
477	0.04030113360419739
478	0.05680616530001879
479	0.05025503702717681
480	0.1318846295641131
481	0.00033723392499191156
482	-0.06493881598900196
483	-0.051320498856968724
484	0.03560915755612924
485	0.049459616843828796
486	-0.04351228068486567
487	0.03844827591691391
488	-0.05800986017832306
489	0.06817073618826515
490	-0.03452453528683825
491	0.010779345053448745
492	0.006782774844287648
493	0.06756497853074774
494	-0.02061008001051066
495	-0.05095324818984593
496	-0.07958415087967936
497	0.02342753079922845
498	0.03675568494230409
499	-0.006613049853903504
500	-0.022503459976994853
501	0.04864252982046875
502	-0.024245894067439946
503	0.011764074538309615
504	0.03912756151413725
505	0.07757625634402157
506	0.11081545905825302
507	0.028297923722474656
508	-0.02937077439068954
509	-0.011219347489012037
510	-0.018571148631374292
511	0.025397280447708587
512	-0.034646137888705845
513	0.05733723399410345
514	-0.035281535572159316
515	0.05555174669242084
516	0.009229498122048705
517	0.09308368411859506
518	-0.043240660927771145
519	0.08280424088247437
520	-0.03274423431044499
521	0.03596640468855121
522	-0.0011170412626932327
523	0.05526409688759981
524	-0.05023801290470302
525	0.04652249902536626
526	-0.03990313186841585
527	0.07237139647411503
528	0.04581078568291719
529	-0.005941074684601045
530	-0.04745413184172302
531	0.04158485044260044
532	0.04013946168983341
533	-0.04363763439522616
534	0.016874621402118352
535	-0.026998077623603324
536	0.026991014000277258
537	-0.009844234028925918
538	0.047041049948768995
539	-0.003133084477061513
540	-0.11803478451680521
541	0.02904945747928254
542	-0.08871738312228994
543	0.01300715014636343
544	-0.026430829763344352
545	0.021448891694459755
546	0.029608880897485652
547	-0.08461263808963053
548	-0.008529651849505767
549	0.09121786924883146
550	0.07102432850244124
551	0.0020894198274089316
552	0.05501857150048401
553	0.04736499948167094
554	-0.03883558409440975
555	-0.06182277894714296
556	0.0003209051912040038
557	-0.014264935632442063
558	-0.002437790174378257
559	-0.07776896214244594
560	-0.0017450122897947444
561	-0.003864289729805818
562	-0.010516066770401525
563	0.031157380389007974
564	0.031575554403870686
565	0.024869323267139944
566	-0.023806459011726917
567	-0.03655807025310199
568	0.09217527885110985
569	-0.031708712105643286
570	0.05761645722590036
571	0.051350413487593276
572	0.06620520703883513
573	0.12432082005088926
574	0.04471644673100201
575	-0.014194162106743676
576	0.02081917575341511
577	0.06657641456101773
578	-0.023507328315406098
579	0.014413014227001492
580	0.030597341148978864
581	-0.05365960948909977
582	-0.01854022458114514
583	0.10068366523350013
584	-0.09093481402837043
585	0.04860029161353945
586	0.06256771443736954
587	0.018235194982308862
588	0.03769297536496231
589	0.024869435290141573
590	0.053178840479675915
591	-0.09159586667143434
592	0.017569270257238395
593	-0.07738758536078293
594	-0.0002898074458645601
595	0.017004459743718576
596	0.02700254833664449
597	-0.15404382817319748
598	0.038038405961185594
599	-0.028676534925725816
600	0.0024279970123695007
601	0.05019289925285392
602	-0.01921309989209672
603	0.03459054240701242
604	-0.010925706691916885
605	0.011163433537994791
606	-0.05456696422098936
607	0.022098918426195043
608	0.07213010893825894
609	0.008704858985668473
610	0.07201982062014883
611	0.07958909637179845
612	0.03182655050305813
613	-0.026683416618504853
614	0.0056986544431228536
615	-0.0057183019596598675
616	-0.014468388298328274
617	0.025115153287231885
618	-0.05131210787975615
619	0.027675113664550104
620	0.008560370721027007
621	0.09781284965622536
622	0.06343221783063666
623	0.0470951734820341
624	0.027279297534442706
625	-0.06786035390509002
626	-0.020302550568414967
627	0.015204051753369892
628	-0.05616472596181087
629	-0.022894165660391094
630	0.013072856393252185
631	0.07639332702357401
632	0.10712566872278455
633	0.03527804238288275
634	-0.0314903624015012
635	-0.025671311068898642
636	-0.0379290763509285
637	0.05277479964876165
638	-0.0055997356787166625
639	-0.057853959706434324
640	-0.05598772482118611
641	0.02072741553650077
642	-0.04153402601514215
643	-0.03520171635735472
644	-0.01933902293163861
645	-0.01587759709403561
646	-0.06979276248337983
647	-0.04766394497719411
648	0.013224358659913622
649	-0.035362323661580305
650	-0.052382119415351605
651	-0.026225456861707915
652	0.08708630401144984
653	-0.003987726936502773
654	0.09373023487871927
655	-0.0751260373057343
656	0.0803117129970118
657	-0.07674350167156199
658	-0.04237065811471666
659	-0.002218602935940143
660	0.09413738118010125
661	0.012503083261288905
662	-0.05827348307930734
663	-0.002255663822300533
664	0.004414993189755406
665	-0.015066439025452774
666	-0.08141208066085256
667	-0.0037023621292271865
668	0.02574045853908688
669	0.11512626065081058
670	-0.06027158166648796
671	-0.009635447360423918
672	0.05687499895752133
673	0.024584607859289325
674	0.05794772310124173
675	0.024289694837840888
676	-0.05459787180917497
677	0.006158417934937814
678	0.023303953003226283
679	-0.0056618556178774804
680	0.05732494867752477
681	-0.01083614232026657
682	-0.03571580502417438
683	0.035666794566968946
684	0.06697650282707565
685	-0.10561746534119627
686	0.01800648218131023
687	-0.032499984031455605
688	0.040167360794440075
689	-0.05441037335249269
690	0.1013398893832196
691	0.008740006185667532
692	-0.05143960726313001
693	0.07945918136871291
694	0.16786194966470128
695	0.04707967879641482
696	0.0751650137636132
697	-0.015544470431079666
698	-0.04865684038468314
699	-0.07133977543460161
700	-0.03238887845047327
701	-0.049107084706114246
702	-0.01324514299499378
703	-0.03276249421967215
704	0.17364088984011988
705	-0.0317670688412472
706	0.006890678932133175
707	-0.057958330889624175
708	0.009581208902509835
709	0.032018195757180054
710	0.08565582145304344
711	-0.02105258341440432
712	0.06125594068625541
713	0.09197160611921809
714	-0.0017827906388401954
715	0.10051350893373917
716	0.01905535129147495
717	0.04259587336126361
718	-0.00979502251795484
719	-0.01285088653373911
720	0.002783823745036001
721	-0.06616006181637464
722	0.13717550198587913
723	0.05789105389220073
724	-0.09824601726356931
725	0.012317286714769178
726	0.06769543221757156
727	0.048446079510685684
728	0.05159565453462081
729	-0.04559740650441541
730	0.02814600847935833
731	-0.018957257574394527
732	0.05761755642288505
733	-0.000866476675093323
734	-0.0017894080756140542
735	0.04015630092573583
736	0.044502956427750755
737	0.015364519640002771
738	-0.0025499898871806596
739	0.02636830339458493
740	0.03197119653069226
741	0.006642746304176725
742	-0.05442004074455633
743	-0.06735740171311144
744	0.04428438794621052
745	0.018215908992489285
746	0.10544929805533748
747	0.09328804166891348
748	-0.053582437286557955
749	-0.001228876827729734
750	-0.034761600777308214
751	-0.06072813591706836
752	0.07186965118911676
753	0.012739424093204856
754	0.009451943180501327
755	0.028697926106247714
756	-0.024336152518400725
757	0.05441093764895339
758	0.03926962454956164
759	0.02487951521310735
760	0.02756993526120206
761	0.02003417941595076
762	0.09491913189761056
763	-0.0056350700360383674
764	0.02049986410686751
765	0.062161035133169895
766	-0.08366282415735257
767	0.04777468526087493
